0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
0,0,244,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
0,0,183,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,230,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0
0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,169,0,0,0,0
13,111,143,77,0,0,125,81,0,0,0,0,0,0,0,0,0,196,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0
